"","DT","Temp","Site"
"1423",2022-11-12,55.8783333333333,"Vertical Bay Farm"
"1424",2022-11-13,55.7520833333333,"Vertical Bay Farm"
"1425",2022-11-14,55.3829166666667,"Vertical Bay Farm"
"1426",2022-11-15,55.5095833333333,"Vertical Bay Farm"
"1427",2022-11-16,54.8895833333333,"Vertical Bay Farm"
"1428",2022-11-17,54.5354166666667,"Vertical Bay Farm"
"1429",2022-11-18,54.82875,"Vertical Bay Farm"
"1430",2022-11-19,54.5433333333333,"Vertical Bay Farm"
"1431",2022-11-20,54.0420833333333,"Vertical Bay Farm"
"1432",2022-11-21,53.0804166666667,"Vertical Bay Farm"
"1433",2022-11-22,52.34,"Vertical Bay Farm"
"1434",2022-11-23,52.2916666666667,"Vertical Bay Farm"
"1435",2022-11-24,52.28625,"Vertical Bay Farm"
"1436",2022-11-25,52.0204166666667,"Vertical Bay Farm"
"1437",2022-11-26,51.9091666666667,"Vertical Bay Farm"
"1438",2022-11-27,51.8154166666667,"Vertical Bay Farm"
"1439",2022-11-28,51.7266666666667,"Vertical Bay Farm"
"1440",2022-11-29,51.3575,"Vertical Bay Farm"
"1441",2022-11-30,51.1233333333333,"Vertical Bay Farm"
"1442",2022-12-01,50.9283333333333,"Vertical Bay Farm"
"1443",2022-12-02,50.9283333333333,"Vertical Bay Farm"
"1444",2022-12-03,50.4233333333333,"Vertical Bay Farm"
"1445",2022-12-04,50.36375,"Vertical Bay Farm"
"1446",2022-12-05,49.8645833333333,"Vertical Bay Farm"
"1447",2022-12-06,49.54375,"Vertical Bay Farm"
"1448",2022-12-07,49.4033333333333,"Vertical Bay Farm"
"1449",2022-12-08,49.7241666666667,"Vertical Bay Farm"
"1450",2022-12-09,49.62625,"Vertical Bay Farm"
"1451",2022-12-10,49.0925,"Vertical Bay Farm"
"1452",2022-12-11,48.3508333333333,"Vertical Bay Farm"
"1453",2022-12-12,47.9225,"Vertical Bay Farm"
"1454",2022-12-13,48.4633333333333,"Vertical Bay Farm"
"1455",2022-12-14,48.4741666666667,"Vertical Bay Farm"
"1456",2022-12-15,48.2345833333333,"Vertical Bay Farm"
"1457",2022-12-16,48.06,"Vertical Bay Farm"
"1458",2022-12-17,47.82625,"Vertical Bay Farm"
"1459",2022-12-18,47.6116666666667,"Vertical Bay Farm"
"1460",2022-12-19,47.5020833333333,"Vertical Bay Farm"
"1461",2022-12-20,47.105,"Vertical Bay Farm"
"1462",2022-12-21,46.56875,"Vertical Bay Farm"
"1463",2022-12-22,46.5395833333333,"Vertical Bay Farm"
"1464",2022-12-23,46.165,"Vertical Bay Farm"
"1465",2022-12-24,45.2458333333333,"Vertical Bay Farm"
"1466",2022-12-25,44.5704166666667,"Vertical Bay Farm"
"1467",2022-12-26,44.2045833333333,"Vertical Bay Farm"
"1468",2022-12-27,43.74375,"Vertical Bay Farm"
"1469",2022-12-28,43.4291666666667,"Vertical Bay Farm"
"1470",2022-12-29,43.6608333333333,"Vertical Bay Farm"
"1471",2022-12-30,43.9908333333333,"Vertical Bay Farm"
"1472",2022-12-31,44.2316666666667,"Vertical Bay Farm"
"1473",2023-01-01,44.1775,"Vertical Bay Farm"
"1474",2023-01-02,44.5066666666667,"Vertical Bay Farm"
"1475",2023-01-03,44.6345833333333,"Vertical Bay Farm"
"1476",2023-01-04,44.7225,"Vertical Bay Farm"
"1477",2023-01-05,44.4008333333333,"Vertical Bay Farm"
"1478",2023-01-06,44.1733333333333,"Vertical Bay Farm"
"1479",2023-01-07,43.9641666666667,"Vertical Bay Farm"
"1480",2023-01-08,44.2345833333333,"Vertical Bay Farm"
"1481",2023-01-09,44.1516666666667,"Vertical Bay Farm"
"1482",2023-01-10,44.1429166666667,"Vertical Bay Farm"
"1483",2023-01-11,43.51375,"Vertical Bay Farm"
"1484",2023-01-12,43.1908333333333,"Vertical Bay Farm"
"1485",2023-01-13,43.4595833333333,"Vertical Bay Farm"
"1486",2023-01-14,43.2625,"Vertical Bay Farm"
"1487",2023-01-15,42.20125,"Vertical Bay Farm"
"1488",2023-01-16,41.53375,"Vertical Bay Farm"
"1489",2023-01-17,41.80125,"Vertical Bay Farm"
"1490",2023-01-18,42.3266666666667,"Vertical Bay Farm"
"1491",2023-01-19,42.13625,"Vertical Bay Farm"
"1492",2023-01-20,41.88125,"Vertical Bay Farm"
"1493",2023-01-21,41.4858333333333,"Vertical Bay Farm"
"1494",2023-01-22,41.455,"Vertical Bay Farm"
"1495",2023-01-23,41.22375,"Vertical Bay Farm"
"1496",2023-01-24,41.2058333333333,"Vertical Bay Farm"
"1497",2023-01-25,41.1308333333333,"Vertical Bay Farm"
"1498",2023-01-26,41.14875,"Vertical Bay Farm"
"1499",2023-01-27,40.86625,"Vertical Bay Farm"
"1500",2023-01-28,40.8329166666667,"Vertical Bay Farm"
"1501",2023-01-29,40.8483333333333,"Vertical Bay Farm"
"1502",2023-01-30,40.86625,"Vertical Bay Farm"
"1503",2023-01-31,40.7108333333333,"Vertical Bay Farm"
"1504",2023-02-01,40.89625,"Vertical Bay Farm"
"1505",2023-02-02,41.1141666666667,"Vertical Bay Farm"
"1506",2023-02-03,40.6041666666667,"Vertical Bay Farm"
"1507",2023-02-04,39.93875,"Vertical Bay Farm"
"1508",2023-02-05,39.4254166666667,"Vertical Bay Farm"
"1509",2023-02-06,39.4491666666667,"Vertical Bay Farm"
"1510",2023-02-07,39.6779166666667,"Vertical Bay Farm"
"1511",2023-02-08,39.9066666666667,"Vertical Bay Farm"
"1512",2023-02-09,40.0325,"Vertical Bay Farm"
"1513",2023-02-10,40.0883333333333,"Vertical Bay Farm"
"1514",2023-02-11,40.3070833333333,"Vertical Bay Farm"
"1515",2023-02-12,40.20125,"Vertical Bay Farm"
"1516",2023-02-13,40.1429166666667,"Vertical Bay Farm"
"1517",2023-02-14,40.0183333333333,"Vertical Bay Farm"
"1518",2023-02-15,40.1275,"Vertical Bay Farm"
"1519",2023-02-16,40.185,"Vertical Bay Farm"
"1520",2023-02-17,40.2766666666667,"Vertical Bay Farm"
"1521",2023-02-18,39.965,"Vertical Bay Farm"
"1522",2023-02-19,39.87875,"Vertical Bay Farm"
"1523",2023-02-20,39.9675,"Vertical Bay Farm"
"1524",2023-02-21,39.9975,"Vertical Bay Farm"
"1525",2023-02-22,40.0004166666667,"Vertical Bay Farm"
"1526",2023-02-23,39.8295833333333,"Vertical Bay Farm"
"1527",2023-02-24,39.51,"Vertical Bay Farm"
"1528",2023-02-25,39.1445833333333,"Vertical Bay Farm"
"1529",2023-02-26,39.1854166666667,"Vertical Bay Farm"
"1530",2023-02-27,39.3495833333333,"Vertical Bay Farm"
"1531",2023-02-28,39.2791666666667,"Vertical Bay Farm"
"1532",2023-03-01,39.0291666666667,"Vertical Bay Farm"
"1533",2023-03-02,39.285,"Vertical Bay Farm"
"1534",2023-03-03,39.4866666666667,"Vertical Bay Farm"
"1535",2023-03-04,39.3933333333333,"Vertical Bay Farm"
"1536",2023-03-05,39.37375,"Vertical Bay Farm"
"1537",2023-03-06,39.4025,"Vertical Bay Farm"
"1538",2023-03-07,39.3095833333333,"Vertical Bay Farm"
"1539",2023-03-08,39.2708333333333,"Vertical Bay Farm"
"1540",2023-03-09,39.3395833333333,"Vertical Bay Farm"
"1541",2023-03-10,39.3179166666667,"Vertical Bay Farm"
"1542",2023-03-11,39.3291666666667,"Vertical Bay Farm"
"1543",2023-03-12,39.2745833333333,"Vertical Bay Farm"
"1544",2023-03-13,39.4116666666667,"Vertical Bay Farm"
"1545",2023-03-14,39.39125,"Vertical Bay Farm"
"1546",2023-03-15,38.945,"Vertical Bay Farm"
"1547",2023-03-16,39.1958333333333,"Vertical Bay Farm"
"1548",2023-03-17,39.2045833333333,"Vertical Bay Farm"
"1549",2023-03-18,39.15375,"Vertical Bay Farm"
"1550",2023-03-19,39.0870833333333,"Vertical Bay Farm"
"1551",2023-03-20,39.0170833333333,"Vertical Bay Farm"
"1552",2023-03-21,39.1620833333333,"Vertical Bay Farm"
"1553",2023-03-22,39.28,"Vertical Bay Farm"
"1554",2023-03-23,39.465,"Vertical Bay Farm"
"1555",2023-03-24,39.5054166666667,"Vertical Bay Farm"
"1556",2023-03-25,39.5308333333333,"Vertical Bay Farm"
"1557",2023-03-26,39.5033333333333,"Vertical Bay Farm"
"1558",2023-03-27,39.6683333333333,"Vertical Bay Farm"
"1559",2023-03-28,39.7566666666667,"Vertical Bay Farm"
"1560",2023-03-29,39.9054166666667,"Vertical Bay Farm"
"1561",2023-03-30,39.97625,"Vertical Bay Farm"
"1562",2023-03-31,40.075,"Vertical Bay Farm"
"1563",2023-04-01,40.0625,"Vertical Bay Farm"
"1564",2023-04-02,40.1258333333333,"Vertical Bay Farm"
"1565",2023-04-03,40.3033333333333,"Vertical Bay Farm"
"1566",2023-04-04,40.4591666666667,"Vertical Bay Farm"
"1567",2023-04-05,40.56125,"Vertical Bay Farm"
"1568",2023-04-06,40.5741666666667,"Vertical Bay Farm"
"1569",2023-04-07,40.75625,"Vertical Bay Farm"
"1570",2023-04-08,40.94875,"Vertical Bay Farm"
"1571",2023-04-09,41.1008333333333,"Vertical Bay Farm"
"1572",2023-04-10,41.1225,"Vertical Bay Farm"
"1573",2023-04-11,41.3529166666667,"Vertical Bay Farm"
"1574",2023-04-12,41.3879166666667,"Vertical Bay Farm"
"1575",2023-04-13,41.47875,"Vertical Bay Farm"
"1576",2023-04-14,41.58375,"Vertical Bay Farm"
"1577",2023-04-15,41.6175,"Vertical Bay Farm"
"1578",2023-04-16,41.6941666666667,"Vertical Bay Farm"
"1579",2023-04-17,41.7495833333333,"Vertical Bay Farm"
"1580",2023-04-18,42.0145833333333,"Vertical Bay Farm"
"1581",2023-04-19,42.6095833333333,"Vertical Bay Farm"
"1582",2023-04-20,42.6895833333333,"Vertical Bay Farm"
"1583",2023-04-21,42.7970833333333,"Vertical Bay Farm"
"1584",2023-04-22,42.8479166666667,"Vertical Bay Farm"
"1585",2023-04-23,43.0804166666667,"Vertical Bay Farm"
"1586",2023-04-24,43.6533333333333,"Vertical Bay Farm"
"1587",2023-04-25,43.4995833333333,"Vertical Bay Farm"
"1588",2023-04-26,43.5275,"Vertical Bay Farm"
"1589",2023-04-27,43.5308333333333,"Vertical Bay Farm"
"1590",2023-04-28,43.5704166666667,"Vertical Bay Farm"
"1591",2023-04-29,43.58875,"Vertical Bay Farm"
"1592",2023-04-30,43.67125,"Vertical Bay Farm"
"1593",2023-05-01,44.0333333333333,"Vertical Bay Farm"
"1594",2023-05-02,44.7491666666667,"Vertical Bay Farm"
"1595",2023-05-03,45.39875,"Vertical Bay Farm"
"1596",2023-05-04,45.175,"Vertical Bay Farm"
"1597",2023-05-05,44.5020833333333,"Vertical Bay Farm"
"1598",2023-05-06,44.5079166666667,"Vertical Bay Farm"
"1599",2023-05-07,44.5120833333333,"Vertical Bay Farm"
"1600",2023-05-08,44.6545833333333,"Vertical Bay Farm"
"1601",2023-05-09,44.8870833333333,"Vertical Bay Farm"
"1602",2023-05-10,45.3022222222222,"Vertical Bay Farm"
"1603",2023-02-14,39.4455576923077,"Vertical Bay Farm"
"1604",2023-02-15,39.4607916666667,"Vertical Bay Farm"
"1605",2023-02-16,39.62153125,"Vertical Bay Farm"
"1606",2023-02-17,39.6916770833333,"Vertical Bay Farm"
"1607",2023-02-18,39.3115625,"Vertical Bay Farm"
"1608",2023-02-19,39.235125,"Vertical Bay Farm"
"1609",2023-02-20,39.36453125,"Vertical Bay Farm"
"1610",2023-02-21,39.37225,"Vertical Bay Farm"
"1611",2023-02-22,39.3370104166667,"Vertical Bay Farm"
"1612",2023-02-23,39.1328854166667,"Vertical Bay Farm"
"1613",2023-02-24,38.83178125,"Vertical Bay Farm"
"1614",2023-02-25,38.54828125,"Vertical Bay Farm"
"1615",2023-02-26,38.5639166666667,"Vertical Bay Farm"
"1616",2023-02-27,38.6623645833333,"Vertical Bay Farm"
"1617",2023-02-28,38.5363645833333,"Vertical Bay Farm"
"1618",2023-03-01,38.4652604166667,"Vertical Bay Farm"
"1619",2023-03-02,38.652625,"Vertical Bay Farm"
"1620",2023-03-03,38.8631875,"Vertical Bay Farm"
"1621",2023-03-04,38.6703229166667,"Vertical Bay Farm"
"1622",2023-03-05,38.7668125,"Vertical Bay Farm"
"1623",2023-03-06,38.7274375,"Vertical Bay Farm"
"1624",2023-03-07,38.64475,"Vertical Bay Farm"
"1625",2023-03-08,38.61521875,"Vertical Bay Farm"
"1626",2023-03-09,38.65853125,"Vertical Bay Farm"
"1627",2023-03-10,38.692,"Vertical Bay Farm"
"1628",2023-03-11,38.70971875,"Vertical Bay Farm"
"1629",2023-03-12,38.6644375,"Vertical Bay Farm"
"1630",2023-03-13,38.7904375,"Vertical Bay Farm"
"1631",2023-03-14,38.7195625,"Vertical Bay Farm"
"1632",2023-03-15,38.2955625,"Vertical Bay Farm"
"1633",2023-03-16,38.585625,"Vertical Bay Farm"
"1634",2023-03-17,38.6191041666667,"Vertical Bay Farm"
"1635",2023-03-18,38.5461979166667,"Vertical Bay Farm"
"1636",2023-03-19,38.4613645833333,"Vertical Bay Farm"
"1637",2023-03-20,38.38825,"Vertical Bay Farm"
"1638",2023-03-21,38.6053125,"Vertical Bay Farm"
"1639",2023-03-22,38.7097083333333,"Vertical Bay Farm"
"1640",2023-03-23,38.87115625,"Vertical Bay Farm"
"1641",2023-03-24,38.873125,"Vertical Bay Farm"
"1642",2023-03-25,38.8613125,"Vertical Bay Farm"
"1643",2023-03-26,38.857375,"Vertical Bay Farm"
"1644",2023-03-27,39.058125,"Vertical Bay Farm"
"1645",2023-03-28,39.1388229166667,"Vertical Bay Farm"
"1646",2023-03-29,39.291375,"Vertical Bay Farm"
"1647",2023-03-30,39.3585625,"Vertical Bay Farm"
"1648",2023-03-31,39.40371875,"Vertical Bay Farm"
"1649",2023-04-01,39.39384375,"Vertical Bay Farm"
"1650",2023-04-02,39.4803645833333,"Vertical Bay Farm"
"1651",2023-04-03,39.68790625,"Vertical Bay Farm"
"1652",2023-04-04,39.8184375,"Vertical Bay Farm"
"1653",2023-04-05,39.9041458333333,"Vertical Bay Farm"
"1654",2023-04-06,39.9489479166667,"Vertical Bay Farm"
"1655",2023-04-07,40.0736145833333,"Vertical Bay Farm"
"1656",2023-04-08,40.2939375,"Vertical Bay Farm"
"1657",2023-04-09,40.469375,"Vertical Bay Farm"
"1658",2023-04-10,40.59196875,"Vertical Bay Farm"
"1659",2023-04-11,40.7284479166667,"Vertical Bay Farm"
"1660",2023-04-12,40.77315625,"Vertical Bay Farm"
"1661",2023-04-13,40.84059375,"Vertical Bay Farm"
"1662",2023-04-14,40.9605,"Vertical Bay Farm"
"1663",2023-04-15,41.0070208333333,"Vertical Bay Farm"
"1664",2023-04-16,41.1116666666667,"Vertical Bay Farm"
"1665",2023-04-17,41.2934270833333,"Vertical Bay Farm"
"1666",2023-04-18,41.4814270833333,"Vertical Bay Farm"
"1667",2023-04-19,42.0287395833333,"Vertical Bay Farm"
"1668",2023-04-20,42.0730833333333,"Vertical Bay Farm"
"1669",2023-04-21,42.14028125,"Vertical Bay Farm"
"1670",2023-04-22,42.2325833333333,"Vertical Bay Farm"
"1671",2023-04-23,42.5606770833333,"Vertical Bay Farm"
"1672",2023-04-24,42.9437708333333,"Vertical Bay Farm"
"1673",2023-04-25,42.8291041666667,"Vertical Bay Farm"
"1674",2023-04-26,42.84825,"Vertical Bay Farm"
"1675",2023-04-27,42.8750208333333,"Vertical Bay Farm"
"1676",2023-04-28,42.8885,"Vertical Bay Farm"
"1677",2023-04-29,42.9420729166667,"Vertical Bay Farm"
"1678",2023-04-30,43.1673645833333,"Vertical Bay Farm"
"1679",2023-05-01,43.3180208333333,"Vertical Bay Farm"
"1680",2023-05-02,44.23771875,"Vertical Bay Farm"
"1681",2023-05-03,44.69978125,"Vertical Bay Farm"
"1682",2023-05-04,44.5043854166667,"Vertical Bay Farm"
"1683",2023-05-05,43.883375,"Vertical Bay Farm"
"1684",2023-05-06,43.8301458333333,"Vertical Bay Farm"
"1685",2023-05-07,43.99384375,"Vertical Bay Farm"
"1686",2023-05-08,44.04115625,"Vertical Bay Farm"
"1687",2023-05-09,44.1720625,"Vertical Bay Farm"
"1688",2023-05-10,44.7403939393939,"Vertical Bay Farm"
"1689",2023-05-10,45.168875,"Vertical Bay Farm"
"1690",2023-05-11,45.2844875,"Vertical Bay Farm"
"1691",2023-05-12,45.1541875,"Vertical Bay Farm"
"1692",2023-05-13,45.253125,"Vertical Bay Farm"
"1693",2023-05-14,45.0293125,"Vertical Bay Farm"
"1694",2023-05-15,45.3349875,"Vertical Bay Farm"
"1695",2023-05-16,45.9879625,"Vertical Bay Farm"
"1696",2023-05-17,45.4640875,"Vertical Bay Farm"
"1697",2023-05-18,45.2690875,"Vertical Bay Farm"
"1698",2023-05-19,46.3890625,"Vertical Bay Farm"
"1699",2023-05-20,46.9666125,"Vertical Bay Farm"
"1700",2023-05-21,47.5586125,"Vertical Bay Farm"
"1701",2023-05-22,47.9715125,"Vertical Bay Farm"
"1702",2023-05-23,48.38695,"Vertical Bay Farm"
"1703",2023-05-24,48.4543125,"Vertical Bay Farm"
"1704",2023-05-25,48.4104125,"Vertical Bay Farm"
"1705",2023-05-26,47.592325,"Vertical Bay Farm"
"1706",2023-05-27,47.4159625,"Vertical Bay Farm"
"1707",2023-05-28,48.4636875,"Vertical Bay Farm"
"1708",2023-05-29,48.5022,"Vertical Bay Farm"
"1709",2023-05-30,48.70805,"Vertical Bay Farm"
"1710",2023-05-31,51.3464375,"Vertical Bay Farm"
"1711",2023-06-01,51.6850375,"Vertical Bay Farm"
"1712",2023-06-02,50.51415,"Vertical Bay Farm"
"1713",2023-06-03,49.3042125,"Vertical Bay Farm"
"1714",2023-06-04,48.2319875,"Vertical Bay Farm"
"1715",2023-06-05,47.86025,"Vertical Bay Farm"
"1716",2023-06-06,47.7419125,"Vertical Bay Farm"
"1717",2023-06-07,47.8788125,"Vertical Bay Farm"
"1718",2023-06-08,47.88215,"Vertical Bay Farm"
"1719",2023-06-09,47.965825,"Vertical Bay Farm"
"1720",2023-06-10,48.2166125,"Vertical Bay Farm"
"1721",2023-06-11,48.3521625,"Vertical Bay Farm"
"1722",2023-06-12,48.4508125,"Vertical Bay Farm"
"1723",2023-06-13,48.5068875,"Vertical Bay Farm"
"1724",2023-06-14,48.548875,"Vertical Bay Farm"
"1725",2023-06-15,48.7819625,"Vertical Bay Farm"
"1726",2023-06-16,48.7942625,"Vertical Bay Farm"
"1727",2023-06-17,48.88485,"Vertical Bay Farm"
"1728",2023-06-18,49.100425,"Vertical Bay Farm"
"1729",2023-06-19,49.355775,"Vertical Bay Farm"
"1730",2023-06-20,49.5343625,"Vertical Bay Farm"
"1731",2023-06-21,49.7315125,"Vertical Bay Farm"
"1732",2023-06-22,49.8285375,"Vertical Bay Farm"
"1733",2023-06-23,49.9822,"Vertical Bay Farm"
"1734",2023-06-24,50.080125,"Vertical Bay Farm"
"1735",2023-06-25,50.2121,"Vertical Bay Farm"
"1736",2023-06-26,50.3220625,"Vertical Bay Farm"
"1737",2023-06-27,50.1899875,"Vertical Bay Farm"
"1738",2023-06-28,50.6090625,"Vertical Bay Farm"
"1739",2023-06-29,51.2964125,"Vertical Bay Farm"
"1740",2023-06-30,50.9082,"Vertical Bay Farm"
"1741",2023-07-01,50.8854,"Vertical Bay Farm"
"1742",2023-07-02,50.924925,"Vertical Bay Farm"
"1743",2023-07-03,51.0088875,"Vertical Bay Farm"
"1744",2023-07-04,51.242775,"Vertical Bay Farm"
"1745",2023-07-05,51.5689625,"Vertical Bay Farm"
"1746",2023-07-06,51.6857125,"Vertical Bay Farm"
"1747",2023-07-07,51.895425,"Vertical Bay Farm"
"1748",2023-07-08,52.2339125,"Vertical Bay Farm"
"1749",2023-07-09,52.0316625,"Vertical Bay Farm"
"1750",2023-07-10,52.1092875,"Vertical Bay Farm"
"1751",2023-07-11,52.1456125,"Vertical Bay Farm"
"1752",2023-07-12,52.286325,"Vertical Bay Farm"
"1753",2023-07-13,52.5552125,"Vertical Bay Farm"
"1754",2023-07-14,52.7712,"Vertical Bay Farm"
"1755",2023-07-15,52.883975,"Vertical Bay Farm"
"1756",2023-07-16,52.97795,"Vertical Bay Farm"
"1757",2023-07-17,53.7420125,"Vertical Bay Farm"
"1758",2023-07-18,53.272275,"Vertical Bay Farm"
"1759",2023-07-19,53.10155,"Vertical Bay Farm"
"1760",2023-07-20,53.0778875,"Vertical Bay Farm"
"1761",2023-07-21,53.091975,"Vertical Bay Farm"
"1762",2023-07-22,53.10975,"Vertical Bay Farm"
"1763",2023-07-23,53.1386375,"Vertical Bay Farm"
"1764",2023-07-24,53.20815,"Vertical Bay Farm"
"1765",2023-07-25,53.20215,"Vertical Bay Farm"
"1766",2023-07-26,53.310875,"Vertical Bay Farm"
"1767",2023-07-27,53.28685,"Vertical Bay Farm"
"1768",2023-07-28,53.276475,"Vertical Bay Farm"
"1769",2023-07-29,53.165275,"Vertical Bay Farm"
"1770",2023-07-30,52.9487125,"Vertical Bay Farm"
"1771",2023-07-31,53.0070375,"Vertical Bay Farm"
"1772",2023-08-01,53.5661125,"Vertical Bay Farm"
"1773",2023-08-02,53.900475,"Vertical Bay Farm"
"1774",2023-08-03,54.3323125,"Vertical Bay Farm"
"1775",2023-08-04,55.4913875,"Vertical Bay Farm"
"1776",2023-08-05,55.7556375,"Vertical Bay Farm"
"1777",2023-08-06,55.16475,"Vertical Bay Farm"
"1778",2023-08-07,55.2389627906977,"Vertical Bay Farm"
